-0.527822	0.686898
-0.224179	1.16003
-0.373453	0.908544
-0.113094	0.397639
0.0688278	1.58303
-0.0855904	0.745992
0.659207	0.472936
0.186131	1.16334
-0.176424	0.342168
-0.420741	0.246159
0.566629	0.714538
0.321271	0.517009
-0.107731	0.384731
0.168778	0.980188
-0.478042	0.40013
-0.0138808	0.936348
0.53097	0.0785411
0.0815764	0.775924
0.0768494	1.12981
-0.277478	0.989016
0.275673	0.218784
0.762684	0.0202116
-0.00378186	0.127812
0.573903	0.110968
0.54319	0.521972
0.545478	0.264882
0.157268	0.0156023
0.418085	0.815174
0.529185	0.809548
0.10265	0.121385
-0.0550499	1.28651
-0.582863	0.0853975
0.0377238	0.298395
-0.207373	0.185962
0.0196206	0.176903
-0.422564	0.401417
-0.532755	0.15858
0.140133	0.72387
0.225896	0.73943
0.503746	0.740993
-0.143235	0.626837
0.232658	0.0623529
0.308648	0.224768
-0.411281	0.624949
-0.45071	0.128118
-0.695726	0.279932
-0.40264	0.353959
0.525146	0.788572
0.0636529	0.189376
-0.075695	0.229094
0.528483	0.368466
-0.851483	0.165271
-0.809384	0.248139
0.0454732	1.27619
-0.146378	1.2619
0.512671	0.688683
-0.410977	0.289169
0.616677	0.638047
0.218414	0.060358
-0.290846	0.136001
0.38637	0.022019
-0.33163	0.817672
-0.437046	0.614159
-0.140064	0.599789
0.154135	0.21915
0.0877945	0.331273
0.17768	0.0833754
-0.201169	0.999227
-0.490595	0.14247
-0.684488	0.362852
-0.165234	0.602217
-0.850552	0.0631674
-0.0652454	0.62322
-0.519565	0.0401294
0.0633362	0.225504
0.122918	0.290691
-0.15785	1.18591
-0.452199	0.01732
-0.560267	0.0553498
0.035188	0.0285143
-0.4024	0.936554
0.719767	0.320627
-0.832907	0.0766819
-0.112384	0.0334611
0.411364	0.412593
0.730179	0.126653
0.320664	0.324549
0.0445731	1.56556
-0.0496945	1.46709
0.677559	0.24124
0.0806091	0.809015
-0.0394436	0.577265
0.346295	0.0960584
0.580747	0.37672
0.430659	0.537504
-0.214119	0.139922
-0.295757	0.00175505
0.249261	0.34688
0.250223	0.556771
0.518504	0.70374
0.40867	1.01387
-0.372489	0.392243
0.0253234	1.06567
0.108064	0.712487
-0.0248513	1.45736
0.111055	0.467448
-0.0265146	0.477779
0.44996	0.524589
-0.0219854	0.352774
