0	0	0	0	0
0.01	0.03993606821	3.991476907e-05	2.395844128e-05	3.19376e-08
0.02	0.07974454526	0.0001593189691	9.566785959e-05	2.55003579e-07
0.03	0.1194258388	0.0003577042735	0.0002148801366	8.589614175e-07
0.04	0.1589803551	0.0006345647922	0.0003813481375	2.032092771e-06
0.05	0.1984084993	0.0009893970616	0.0005948257078	3.961205307e-06
0.06	0.2377106751	0.001421700034	0.0008550676695	6.831640507e-06
0.07	0.2768872849	0.001930975068	0.001161829818	1.082728143e-05
0.08	0.31593873	0.002516725916	0.001514868917	1.613056047e-05
0.09	0.3548654101	0.003178458718	0.001913942698	2.2922467e-05
0.1	0.393667724	0.003915681987	0.002358809855	3.138255509e-05
0.11	0.4323460689	0.004727906602	0.00284923004	4.168895111e-05
0.12	0.470900841	0.005614645797	0.003384963862	5.401836133e-05
0.13	0.5093324349	0.006575415149	0.003965772882	6.854607947e-05
0.14	0.5476412444	0.007609732572	0.004591419609	8.544599426e-05
0.15	0.5858276615	0.008717118304	0.005261667499	0.0001048905969
0.16	0.6238920775	0.009897094897	0.005976280949	0.0001270509884
0.17	0.661834882	0.01114918721	0.006735025296	0.0001520968875
0.18	0.6996564635	0.01247292239	0.007537666811	0.0001801966372
0.19	0.7373572095	0.01386782989	0.008383972698	0.000211517213
0.2	0.7749375059	0.0153334414	0.009273711088	0.0002462242297
0.21	0.8123977375	0.01686929092	0.01020665104	0.0002844819487
0.22	0.849738288	0.01847491468	0.01118256253	0.0003264532857
0.23	0.8869595397	0.02014985115	0.01220121647	0.0003722998173
0.24	0.9240618738	0.02189364107	0.01326238465	0.0004221817888
0.25	0.9610456702	0.02370582736	0.01436583982	0.0004762581208
0.26	0.9979113075	0.02558595521	0.0155113556	0.0005346864168
0.27	1.034659163	0.02753357197	0.01669870653	0.00059762297
0.28	1.071289614	0.02954822722	0.01792766806	0.0006652227705
0.29	1.107803035	0.03162947273	0.01919801653	0.0007376395124
0.3	1.144199799	0.03377686241	0.02050952917	0.0008150256005
0.31	1.18048028	0.0359899524	0.02186198412	0.0008975321576
0.32	1.216644849	0.03826830096	0.0232551604	0.0009853090314
0.33	1.252693876	0.0406114685	0.0246888379	0.001078504801
0.34	1.288627731	0.04301901761	0.02616279743	0.001177266784
0.35	1.324446781	0.04549051297	0.02767682064	0.001281741045
0.36	1.360151394	0.04802552141	0.02923069008	0.001392072398
0.37	1.395741934	0.05062361187	0.03082418917	0.001508404419
0.38	1.431218767	0.0532843554	0.03245710221	0.001630879448
0.39	1.466582255	0.05600732513	0.03412921433	0.001759638597
0.4	1.501832761	0.05879209629	0.03584031158	0.001894821759
0.41	1.536970645	0.0616382462	0.03759018082	0.002036567611
0.42	1.571996268	0.06454535423	0.03937860979	0.002185013625
0.43	1.606909989	0.06751300183	0.04120538709	0.00234029607
0.44	1.641712163	0.07054077248	0.04307030217	0.00250255002
0.45	1.676403149	0.07362825172	0.04497314532	0.002671909364
0.46	1.710983301	0.07677502713	0.04691370767	0.002848506807
0.47	1.745452974	0.07998068829	0.04889178121	0.003032473881
0.48	1.77981252	0.08324482683	0.05090715876	0.003223940948
0.49	1.814062291	0.08656703635	0.05295963398	0.00342303721
0.5	1.848202638	0.0899469125	0.05504900136	0.003629890713
0.51	1.88223391	0.09338405287	0.05717505622	0.003844628351
0.52	1.916156457	0.09687805706	0.05933759471	0.004067375879
0.53	1.949970625	0.1004285266	0.0615364138	0.004298257913
0.54	1.98367676	0.1040350652	0.06377131129	0.004537397941
0.55	2.017275208	0.1076972781	0.06604208578	0.004784918324
0.56	2.050766313	0.1114147729	0.06834853672	0.005040940307
0.57	2.084150418	0.1151871589	0.07069046434	0.005305584024
0.58	2.117427864	0.1190140475	0.07306766969	0.005578968502
0.59	2.150598993	0.1228950519	0.07547995462	0.005861211669
0.6	2.183664144	0.1268297872	0.0779271218	0.006152430361
0.61	2.216623655	0.1308178705	0.0804089747	0.006452740326
0.62	2.249477865	0.1348589207	0.08292531756	0.006762256231
0.63	2.282227109	0.1389525588	0.08547595545	0.007081091667
0.64	2.314871723	0.1430984073	0.08806069422	0.007409359157
0.65	2.347412041	0.147296091	0.09067934049	0.007747170161
0.66	2.379848397	0.1515452363	0.09333170169	0.008094635082
0.67	2.412181122	0.1558454715	0.09601758603	0.00845186327
0.68	2.444410548	0.1601964268	0.0987368025	0.008818963033
0.69	2.476537004	0.1645977342	0.1014891609	0.009196041635
0.7	2.50856082	0.1690490276	0.1042744716	0.009583205311
0.71	2.540482324	0.1735499426	0.1070925462	0.009980559264
0.72	2.572301842	0.1781001167	0.1099431965	0.01038820768
0.73	2.604019701	0.1826991893	0.1128262356	0.01080625372
0.74	2.635636224	0.1873468014	0.1157414769	0.01123479954
